time	Tran1.TRAN.VRL
2.69194876436914754E-9	-1.91773899391632208E-1
2.72593337225213350E-9	-1.43296997917369584E-1
2.77022117542616630E-9	-7.50605177200763407E-2
2.81147069565213403E-9	-8.41579019182011834E-3
2.84931968902947030E-9	5.24373451705670401E-2
2.88709933463952462E-9	1.07374557295295014E-1
2.91458745954303167E-9	1.41422494677412836E-1
2.94229525404129433E-9	1.70581262548983714E-1
2.96884586237618908E-9	1.93709876159545180E-1
2.99758060065434151E-9	2.12058341071161305E-1
3.03158263460415967E-9	2.22608323972041244E-1
3.06005711542891135E-9	2.22112431481210315E-1
3.11950909315404790E-9	1.98990355806543162E-1
3.15272946345516436E-9	1.73848974221861852E-1
3.17575885741083219E-9	1.51091204688175695E-1
3.19649767810117869E-9	1.27177201831771702E-1
3.21261015130245742E-9	1.06974029115007063E-1
3.22117054642686540E-9	9.58715485128608158E-2
3.23134220745111778E-9	8.24846512201934701E-2
3.24568650579139728E-9	6.33296182977075084E-2
3.27644899536961232E-9	2.09852373472233777E-2
3.29943621708129253E-9	-1.18970871038873938E-2
3.32669131350404523E-9	-5.14883551980493337E-2
3.36564908247022609E-9	-1.05235747853165917E-1
3.39314602570867230E-9	-1.39199730692063040E-1
3.42470696464610924E-9	-1.73643608672627603E-1
3.45571343775179995E-9	-2.02908086965091483E-1
3.48340359084170048E-9	-2.24112256606268412E-1
3.51094004954130146E-9	-2.38953733722192574E-1
3.53319403782860819E-9	-2.46050287524860067E-1
3.56908205657566491E-9	-2.49749695227491397E-1
3.59723090296633430E-9	-2.46718614033224259E-1
3.63740064693119791E-9	-2.32545881657680198E-1
3.67666643701910800E-9	-2.07194370714157383E-1
3.71771965707299579E-9	-1.71784174111843813E-1
3.76506065482683994E-9	-1.24361007076254260E-1
3.80741600211680620E-9	-7.70939401399884439E-2
3.84673394886801745E-9	-3.09217530886638725E-2
3.88606411766556281E-9	1.32174508402415536E-2
3.92095380405791172E-9	4.84716958006583276E-2
3.97037685506958038E-9	9.17886266963285635E-2
4.01683544347575605E-9	1.22747381004750689E-1
4.07933544347575605E-9	1.42285001866624006E-1
4.13350335719811213E-9	1.38683114639731042E-1
4.19600335719811124E-9	1.12573549886075019E-1
4.25150226032249545E-9	6.86261163170856037E-2
4.29529054934735566E-9	2.26674717188055608E-2
4.35779054934735566E-9	-4.91750233210738319E-2
4.40723876978939799E-9	-1.05844946006114693E-1
4.46973876978939888E-9	-1.68038771313559332E-1
4.53223876978939799E-9	-2.10574276623965950E-1
4.59473876978939799E-9	-2.29486196807790277E-1
4.65723876978939888E-9	-2.22986069085800942E-1
4.71973876978939710E-9	-1.89860927608526597E-1
4.78223876978939799E-9	-1.35761111797796397E-1
4.84343155553080429E-9	-7.02855431142088616E-2
4.89991239771378950E-9	-4.83614664264485583E-3
4.96241239771378861E-9	6.20150088802708943E-2
5.02491239771378861E-9	1.12779657266051636E-1
5.08741239771378861E-9	1.41873593594457037E-1
5.13627328100300318E-9	1.45919111158665205E-1
5.19877328100300407E-9	1.25294388374994847E-1
5.25285382474817286E-9	8.84102263545474010E-2
5.30658050335743958E-9	3.90407379088712547E-2
5.36908050335744047E-9	-2.81263485853111828E-2
5.42741586725700742E-9	-9.07532570944132821E-2
5.48991586725700742E-9	-1.48233200267092347E-1
5.55145840106435084E-9	-1.89207180016225029E-1
5.59678667757058435E-9	-2.05391830679151433E-1
5.64364329049749713E-9	-2.07418773933605483E-1
5.68595823133891098E-9	-1.97529584037926442E-1
5.72113154369727983E-9	-1.81431778369132157E-1
5.78363154369727983E-9	-1.36437808910910308E-1
5.82299187964704146E-9	-9.98792298267543543E-2
5.88549187964703968E-9	-3.72575217583745477E-2
5.93570930831011445E-9	1.35353978685212284E-2
5.98457961168127817E-9	5.88008591811718517E-2
6.04017296251222913E-9	9.85966626261337709E-2
6.08705156753143761E-9	1.20011537798705148E-1
6.14955156753143584E-9	1.29639225466011432E-1
6.19887325864858774E-9	1.20176739210471073E-1
6.23511033484573840E-9	1.03650296552050358E-1
6.28931479623943801E-9	6.73488263666029496E-2
6.31819750379178657E-9	4.31194158022377394E-2
6.34774895686107588E-9	1.52077964395263887E-2
6.37191508424899133E-9	-9.29069375814029641E-3
6.42289531609039344E-9	-6.09779329401350090E-2
6.45805983322602373E-9	-9.46174192300760630E-2
6.52055983322602373E-9	-1.45748779584375709E-1
6.57445159597397932E-9	-1.76510193564181428E-1
6.63695159597398110E-9	-1.91085379239808661E-1
6.69787692391733636E-9	-1.83567885441467027E-1
6.76037692391733813E-9	-1.54978371190078024E-1
6.82287692391733636E-9	-1.07845456620223423E-1
6.88537692391733547E-9	-4.98286413537163941E-2
6.94726148823551704E-9	1.03119260892041642E-2
7.00976148823551615E-9	6.66131903908929601E-2
7.07226148823551526E-9	1.08987137055420047E-1
7.13476148823551348E-9	1.28887085386723976E-1
7.19726148823551259E-9	1.18087426632148951E-1
7.25643539433951368E-9	7.26758712065582912E-2
7.30040778172248395E-9	1.91312034195613156E-2
7.31441281256544329E-9	-1.27169327549833389E-4
7.32973703026874190E-9	-2.15367294901980610E-2
7.34128110471698925E-9	-3.77504772279734846E-2
7.35751431171687109E-9	-6.05811969879164103E-2
7.37236816580331666E-9	-8.14624777931804367E-2
7.38810957711638139E-9	-1.03429597009583940E-1
7.40484473891014616E-9	-1.26213891217918128E-1
7.42796191834871333E-9	-1.55587516162322403E-1
7.44040837255848686E-9	-1.69987542991655305E-1
7.44942010195681714E-9	-1.79642831395694036E-1
7.45833378644220613E-9	-1.88523057667852156E-1
7.48507483989836864E-9	-2.11296132297225814E-1
7.50288902184378514E-9	-2.23361264370825907E-1
7.52568755518912891E-9	-2.35166912757410129E-1
7.55153717597509377E-9	-2.42976393174942107E-1
7.58061532841387642E-9	-2.43741732030453351E-1
7.60851082886317975E-9	-2.36556583807704879E-1
7.66820404071088824E-9	-2.00537992158159550E-1
7.69956053779466387E-9	-1.71818503436593351E-1
7.75603873393365806E-9	-1.06115074635015660E-1
7.78785121562290072E-9	-6.32262142174425801E-2
7.85035121562289895E-9	2.20206262486550575E-2
7.88564901496240367E-9	6.83411488462818362E-2
7.93904775872684265E-9	1.31478796976821632E-1
7.99421375439395021E-9	1.80756479992746755E-1
8.04962882841731187E-9	2.07943041751226954E-1
8.11212882841731009E-9	2.09127019988498208E-1
8.16597423360833119E-9	1.79022398012035300E-1
8.22847423360832941E-9	9.95906415927043298E-2
8.27759352468849308E-9	8.24713803404248935E-3
8.34009352468849130E-9	-1.23199775359245955E-1
8.40259352468849308E-9	-2.48663351985696224E-1
8.46509352468849130E-9	-3.44027644021510870E-1
8.52759352468849308E-9	-3.89320498623413425E-1
8.59009352468849130E-9	-3.75746323290263806E-1
8.65259352468848952E-9	-3.05314250565260892E-1
8.71509352468848775E-9	-1.88751947778894413E-1
8.76606674625432447E-9	-7.25918033219053527E-2
8.80727173187738188E-9	2.58760493625225951E-2
8.85456973066266251E-9	1.35399056892975023E-1
8.90169039424674402E-9	2.32468348741094344E-1
8.95923624825694276E-9	3.22598055487010349E-1
9.00393790131798255E-9	3.66054175400563464E-1
9.05411893446408911E-9	3.84007820752095563E-1
9.10321592633517263E-9	3.68264251701502499E-1
9.16571592633516907E-9	2.99121850553242918E-1
9.22821592633517085E-9	1.72186262213583596E-1
9.29071592633516730E-9	-8.43013883925105745E-3
9.35321592633516730E-9	-2.14681317704963659E-1
9.41571592633517263E-9	-4.06183797653333922E-1
9.47821592633517085E-9	-5.52030813605761317E-1
9.54071592633516907E-9	-6.26254018291153081E-1
9.60321592633517263E-9	-6.09829084598503179E-1
9.66416688569720606E-9	-5.07374921567928894E-1
9.72666688569720606E-9	-3.27569848909319328E-1
9.75633332436599510E-9	-2.20559290861999857E-1
9.77663735249756272E-9	-1.42058639110036466E-1
9.81223952615705564E-9	-8.36422026502142657E-4
9.83394299706296060E-9	8.52930047883026887E-2
9.86946511428358875E-9	2.22181775553945871E-1
9.89829779057356518E-9	3.26739680520253284E-1
9.93460249697525910E-9	4.43149142923812001E-1
9.96684658665255441E-9	5.27316208253625884E-1
9.99376866669854280E-9	5.81840054557709951E-1
1.00278925852258327E-8	6.29621852281473693E-1
1.00504490576317762E-8	6.47428288172029465E-1
1.00916754596938940E-8	6.48960246194915591E-1
1.01179711028104213E-8	6.29015971982509647E-1
1.01667721789205068E-8	5.53211456942198154E-1
1.02001780214815829E-8	4.73374512755128762E-1
1.02545671465964494E-8	2.94046715630253930E-1
1.02908161062053116E-8	1.43820145809663869E-1
1.03507963150912552E-8	-1.30035696770086640E-1
1.04056014055815904E-8	-3.79836265168583687E-1
1.04681014055815891E-8	-6.26381418998112593E-1
1.05275852552333271E-8	-7.88372645840667818E-1
1.05900852552333258E-8	-8.52408396061829343E-1
1.06525852552333267E-8	-7.98358392256178906E-1
1.07150852552333276E-8	-6.30058338187592959E-1
1.07775852552333240E-8	-3.67936131910097997E-1
1.08400852552333249E-8	-5.20612185606492162E-2
1.09014197847553596E-8	2.66318627565070276E-1
1.09496537393427151E-8	4.95252976401277145E-1
1.09879891193323531E-8	6.47520349622646130E-1
1.10260162514069582E-8	7.62940695123780710E-1
1.10746179316903937E-8	8.51965670475266990E-1
1.11092170212097341E-8	8.72229660767804127E-1
1.11365401367954187E-8	8.61030646006810940E-1
1.11604653308603519E-8	8.31329489356461515E-1
1.11881659941801725E-8	7.74885572255183064E-1
1.12120489326079675E-8	7.08229458403233725E-1
1.12485431681055004E-8	5.76102412545788667E-1
1.12891075514745909E-8	3.91223194810957065E-1
1.13365854215712747E-8	1.39521061971239124E-1
1.13952369207360737E-8	-1.90738418437683688E-1
1.14577369207360746E-8	-5.23808740647353499E-1
1.15120551415575845E-8	-7.61865437359863407E-1
1.15745551415575854E-8	-9.36499746576911818E-1
1.16370551415575862E-8	-9.81825113359928281E-1
1.16995551415575849E-8	-8.90457420910499664E-1
1.17620551415575836E-8	-6.72461724961288976E-1
1.18245551415575822E-8	-3.59574712941222785E-1
1.18870551415575809E-8	1.76381016544052671E-3
1.19495551415575796E-8	3.60159957830353772E-1
1.20078600433401550E-8	6.45381917144758965E-1
1.20680277530559388E-8	8.48932233825806826E-1
1.21235213881238302E-8	9.32227220087998276E-1
1.21622101794495596E-8	9.23950711306495620E-1
1.22247101794495583E-8	7.94511580252016181E-1
1.22827561215298653E-8	5.61015692428535750E-1
1.23452561215298617E-8	2.22489153236321524E-1
1.24077561215298626E-8	-1.60000402520206464E-1
1.24702561215298613E-8	-5.30445756613574204E-1
1.25327561215298622E-8	-8.34646472375069948E-1
1.25952561215298631E-8	-1.02931204566248624E0
1.26577561215298640E-8	-1.08479906117810443E0
1.27202561215298604E-8	-9.91193389610825726E-1
1.27827561215298591E-8	-7.62153364312688453E-1
1.28452561215298644E-8	-4.30573417693509874E-1
1.29077561215298586E-8	-4.48934712413063153E-2
1.29702561215298573E-8	3.36530756234678874E-1
1.30327561215298582E-8	6.56667814933249794E-1
1.30952561215298591E-8	8.67534470138827984E-1
1.31548228473657280E-8	9.36091036106136620E-1
1.32118106041233974E-8	8.70359930981359398E-1
1.32743106041233982E-8	6.60915533737589911E-1
1.33368106041233969E-8	3.37372886395054028E-1
1.33993106041234000E-8	-5.25540292771016126E-2
1.34618106041233965E-8	-4.51099212030474028E-1
1.35243106041233996E-8	-8.00639048012399535E-1
1.35868106041233982E-8	-1.05017074949237155E0
1.36493106041233969E-8	-1.16208071564655779E0
1.37118106041233956E-8	-1.11917590621229612E0
1.37743106041233987E-8	-9.26768289490632391E-1
1.38368106041233951E-8	-6.12311784207735066E-1
1.38993106041233960E-8	-2.22887991129509144E-1
1.39618106041233991E-8	1.82693158416217205E-1
1.40243106041233956E-8	5.43194633281551464E-1
1.40868106041233920E-8	8.03305932238538034E-1
1.41493106041233974E-8	9.22905620893631351E-1
1.42105327784565882E-8	8.86045401617551143E-1
1.42718776130656355E-8	7.01026091245064187E-1
1.43343776130656386E-8	3.88014902873737366E-1
1.43968776130656395E-8	-3.59457677891527538E-3
1.44593776130656382E-8	-4.15607069725618139E-1
1.45218776130656368E-8	-7.87483892888111026E-1
1.45843776130656377E-8	-1.06436401691826865E0
1.46468776130656342E-8	-1.20504949091966784E0
1.47093776130656329E-8	-1.18771194875590336E0
1.47718776130656337E-8	-1.01343274676704631E0
1.48343776130656391E-8	-7.07440355350477557E-1
1.48968776130656355E-8	-3.15558254471022437E-1
1.49593776130656386E-8	1.03022687985774164E-1
1.50218776130656373E-8	4.84357268325728629E-1
1.50843776130656382E-8	7.69857051127165093E-1
1.51468776130656368E-8	9.15835883215488700E-1
1.52038342782993618E-8	9.07831126348587603E-1
1.52663342782993650E-8	7.45624409781160491E-1
1.53288342782993681E-8	4.47982214625031361E-1
1.53913342782993690E-8	6.03877279413398327E-2
1.54538342782993698E-8	-3.58817540399239343E-1
1.55163342782993685E-8	-7.47232413239479332E-1
1.55788342782993761E-8	-1.04753417271842597E0
1.56413342782993725E-8	-1.21500713892121670E0
1.57038342782993778E-8	-1.22347693356829268E0
1.57663342782993765E-8	-1.07014325969510216E0
1.58288342782993752E-8	-7.77011146413669973E-1
1.58913342782993805E-8	-3.87742419376915759E-1
1.59538342782993814E-8	3.86758630796196101E-2
1.60163342782993801E-8	4.36923058327744940E-1
1.60788342782993832E-8	7.45921137035514992E-1
1.61413342782993841E-8	9.18353891917582565E-1
1.62038342782993849E-8	9.27943464108091831E-1
1.62663342782993880E-8	7.73784333753052689E-1
1.63288342782993867E-8	4.80249921283037295E-1
1.63913342782993920E-8	9.26708702436899578E-2
1.64538342782993885E-8	-3.29976912680545187E-1
1.65163342782993916E-8	-7.24443363888547687E-1
1.65788342782993925E-8	-1.03240930419051669E0
1.66413342782993934E-8	-1.20780528717346991E0
1.67038342782993987E-8	-1.22309799603560276E0
1.67663342782993996E-8	-1.07434152090291835E0
1.68288342782993983E-8	-7.82669302841140535E-1
1.68913342782994036E-8	-3.91501874168121100E-1
1.69538342782994067E-8	3.97729362660071706E-2
1.70163342782994054E-8	4.45075526095377949E-1
1.70788342782994040E-8	7.62222773373690732E-1
1.71413342782994049E-8	9.42648971559529159E-1
1.72038342782994080E-8	9.59052396063314916E-1
1.72663342782994111E-8	8.09752314091788961E-1
1.73288342782994120E-8	5.18674356468568387E-1
1.73913342782994174E-8	1.31200166784410044E-1
1.74538342782994116E-8	-2.93337244342209935E-1
1.75163342782994125E-8	-6.91216599153790501E-1
1.75788342782994156E-8	-1.00350763154999956E0
1.76413342782994143E-8	-1.18342989947253319E0
1.77038342782994151E-8	-1.20266322382371693E0
1.77663342782994205E-8	-1.05648222649702639E0
1.78288342782994214E-8	-7.65524324831789293E-1
1.78913342782994267E-8	-3.73103855701506992E-1
1.79538342782994187E-8	6.11922685964409752E-2
1.80163342782994285E-8	4.70783454490984443E-1
1.80788342782994271E-8	7.92779758393049061E-1
1.81413342782994258E-8	9.77915253385744165E-1
1.82038342782994267E-8	9.98273566694120440E-1
1.82663342782994276E-8	8.51709867227728168E-1
1.83288342782994329E-8	5.61962900258350029E-1
1.83913342782994338E-8	1.74479522224129568E-1
1.84538342782994347E-8	-2.51199067492435635E-1
1.85163342782994356E-8	-6.51057975824080870E-1
1.85788342782994320E-8	-9.65861087648853101E-1
1.86413342782994373E-8	-1.14847817138756159E0
1.87038342782994427E-8	-1.17009303527544106E0
1.87663342782994369E-8	-1.02548781253403187E0
1.88288342782994422E-8	-7.35022109863967010E-1
1.88913342782994453E-8	-3.41930018217594878E-1
1.89538342782994440E-8	9.40834362337289321E-2
1.90163342782994471E-8	5.06099825991395136E-1
1.90788342782994502E-8	8.30813568229059740E-1
1.91413342782994511E-8	1.01855468850008002E0
1.92038342782994542E-8	1.04102884425101916E0
1.92663342782994507E-8	8.95845066499882670E-1
1.93288342782994538E-8	6.06669444869665142E-1
1.93913342782994547E-8	2.18994360009155864E-1
1.94538342782994556E-8	-2.07496343087522206E-1
1.95163342782994609E-8	-6.08619048154342668E-1
1.95788342782994595E-8	-9.25013035644953874E-1
1.96413342782994560E-8	-1.10936785767539248E0
1.97038342782994591E-8	-1.13255982946445388E0
1.97663342782994622E-8	-9.89074177595663606E-1
1.98288342782994675E-8	-6.99097823068326019E-1
1.98913342782994729E-8	-3.05807238321466279E-1
1.99538342782994671E-8	1.31010753487400522E-1
2.00163342782994702E-8	5.44227578280172519E-1
2.00788342782994711E-8	8.70295991769491550E-1
2.01413342782994720E-8	1.05930489595896971E0
2.02038342782994729E-8	1.08273969293565053E0
2.02663342782994693E-8	9.38083361162501816E-1
2.03288342782994791E-8	6.48971581090686112E-1
2.03913342782994800E-8	2.60932407469615057E-1
2.04538342782994809E-8	-1.66253918855473271E-1
2.05163342782994773E-8	-5.68315321461898293E-1
2.05788342782994826E-8	-8.85843665481513121E-1
2.06413342782994791E-8	-1.07143150674799759E0
2.07038342782994844E-8	-1.09577465411317077E0
2.07663342782994853E-8	-9.53182542907146235E-1
2.08288342782994862E-8	-6.63734594897973817E-1
2.08913342782994871E-8	-2.70576304623341102E-1
2.09538342782994924E-8	1.66449978586068670E-1
2.10163342782994933E-8	5.80091929179205223E-1
2.10788342782994942E-8	9.06659804674176151E-1
2.11413342782994906E-8	1.09610294006800046E0
2.12038342782995004E-8	1.11978697482354139E0
2.12663342782994969E-8	9.75129287102281062E-1
2.13288342782995022E-8	6.85754675369931643E-1
2.13913342782995031E-8	2.97219777507354266E-1
2.14538342782994951E-8	-1.30635822370422372E-1
2.15163342782995048E-8	-5.33490411303673895E-1
2.15788342782995102E-8	-8.51910411339795104E-1
2.16413342782995022E-8	-1.03843406305096808E0
2.17038342782995031E-8	-1.06365794714218787E0
2.17663342782995084E-8	-9.21797122786632350E-1
2.18288342782995137E-8	-6.32876205025299221E-1
2.18913342782995102E-8	-2.40032256157003498E-1
2.19538342782995111E-8	1.96853657507139346E-1
2.20163342782995164E-8	6.10457434609672500E-1
2.20788342782995128E-8	9.37009000673332615E-1
2.21413342782995182E-8	1.12638417852428674E0
2.22038342782995146E-8	1.14989049274910871E0
2.22663342782995199E-8	1.00491491750055117E0
2.23288342782995208E-8	7.15082222503074849E-1
2.23913342782995262E-8	3.25970158696337986E-1
2.24538342782995226E-8	-1.02546250004046735E-1
2.25163342782995191E-8	-5.06109901604504220E-1
2.25788342782995288E-8	-8.25260691265978608E-1
2.26413342782995297E-8	-1.01250197426657662E0
2.27038342782995262E-8	-1.03838467429555625E0
2.27663342782995270E-8	-8.97090749668242893E-1
2.28288342782995324E-8	-6.08633550116617528E-1
2.28913342782995333E-8	-2.16160503649982694E-1
2.29538342782995342E-8	2.20415988172236288E-1
2.30163342782995350E-8	6.33731433250127463E-1
2.30788342782995404E-8	9.59977550562064330E-1
2.31413342782995413E-8	1.14899959529364759E0
2.32038342782995421E-8	1.17208661181025176E0
2.32663342782995430E-8	1.02661979814980886E0
2.33288342782995439E-8	7.36229930939333599E-1
2.33913342782995493E-8	3.46510094824281412E-1
2.34538342782995457E-8	-8.26417637820911466E-2
2.35163342782995510E-8	-4.86837015225574721E-1
2.35788342782995564E-8	-8.06579912105438623E-1
2.36413342782995484E-8	-9.94345921480016948E-1
2.37038342782995493E-8	-1.02067867272574309E0
2.37663342782995546E-8	-8.79774108609997008E-1
2.38288342782995599E-8	-5.91668436316152579E-1
2.38913342782995564E-8	-1.99536207669642507E-1
2.39538342782995572E-8	2.36681058841184155E-1
2.40163342782995626E-8	6.49598773923361872E-1
2.40788342782995635E-8	9.75399038690587439E-1
2.41413342782995599E-8	1.16392534321641983E0
2.42038342782995652E-8	1.18647538253071194E0
2.42663342782995661E-8	1.04044239659261328E0
2.43288342782995670E-8	7.49467034186788528E-1
2.43913342782995723E-8	3.59154209663417889E-1
2.44538342782995732E-8	-7.05813055477873519E-2
2.45163342782995652E-8	-4.75319590143102300E-1
2.45788342782995706E-8	-7.95519304288677631E-1
2.46413342782995759E-8	-9.83630117645134483E-1
2.47038342782995812E-8	-1.01021662019894398E0
2.47663342782995777E-8	-8.69523437379639930E-1
2.48288342782995741E-8	-5.81634722462748410E-1
2.48913342782995795E-8	-1.89766139060950589E-1
2.49538342782995848E-8	2.46112535779369601E-1
2.50163342782995857E-8	6.58610624528304456E-1
2.50788342782995821E-8	9.83919578596899314E-1
2.51413342782995741E-8	1.17190112340070507E0
2.52038342782995928E-8	1.19388024556648631E0
2.52663342782995848E-8	1.04727413614437914E0
2.53288342782995812E-8	7.55736178847961515E-1
2.53913342782995954E-8	3.64880770544738731E-1
2.54538342782995919E-8	-6.53640978058164901E-2
2.55163342782995883E-8	-4.70546478463569429E-1
2.55788342782995937E-8	-7.91072081360379453E-1
2.56413342782995946E-8	-9.79365845370281640E-1
2.57038342782995954E-8	-1.00603302639273884E0
2.57663342782996008E-8	-8.65390722633099330E-1
2.58288342782995972E-8	-5.77587704474665653E-1
2.58913342782995981E-8	-1.85890368047774190E-1
2.59538342782996034E-8	2.49704535227112689E-1
2.60163342782996088E-8	6.61810496131169135E-1
2.60788342782996052E-8	9.86640744559381488E-1
2.61413342782996061E-8	1.17408875392168133E0
2.62038342782996114E-8	1.19551880682873990E0
2.62663342782996123E-8	1.04837872212594840E0
2.63288342782996043E-8	7.56336136764602873E-1
2.63913342782996097E-8	3.65012634597599073E-1
2.64538342782996150E-8	-6.56537669953042347E-2
2.65163342782996114E-8	-4.71178715305682072E-1
2.65788342782996256E-8	-7.91911069977365933E-1
2.66413342782996176E-8	-9.80252395178190028E-1
2.67038342782996185E-8	-1.00686078498833509E0
2.67663342782996194E-8	-8.66140143251963579E-1
2.68288342782996247E-8	-5.78312954647944011E-1
2.68913342782996212E-8	-1.86700821181708276E-1
2.69538342782996221E-8	2.48674877698847663E-1
2.70163342782996319E-8	6.60439705346363315E-1
2.70788342782996327E-8	9.84836746581976996E-1
2.71413342782996292E-8	1.17179931094732459E0
2.72038342782996345E-8	1.19273753673479610E0
2.72663342782996310E-8	1.04513212437112624E0
2.73288342782996230E-8	7.52664418135759572E-1
2.73913342782996416E-8	3.60960379599535797E-1
2.74538342782996381E-8	-7.00355254300368379E-2
2.75163342782996345E-8	-4.75807283111182677E-1
2.75788342782996487E-8	-7.96645910469270113E-1
2.76413342782996363E-8	-9.84931331008942657E-1
2.77038342782996416E-8	-1.01138043591007176E0
2.77663342782996470E-8	-8.70490196549910600E-1
2.78288342782996434E-8	-5.82559530685117810E-1
2.78913342782996443E-8	-1.90964900005131222E-1
2.79538342782996452E-8	2.44251342554716988E-1
2.80163342782996549E-8	6.55733059972805865E-1
2.80788342782996558E-8	9.79758293061169638E-1
2.81413342782996523E-8	1.16630382617286510E0
2.82038342782996576E-8	1.18682767917279608E0
2.82663342782996496E-8	1.03884217005431334E0
2.83288342782996505E-8	7.46039495997108659E-1
2.83913342782996647E-8	3.54046422281289175E-1
2.84538342782996612E-8	-7.71901794299089516E-2
2.85163342782996532E-8	-4.83124739119460944E-1
2.85788342782996585E-8	-8.03991468834059475E-1
2.86413342782996594E-8	-9.92150418040182203E-1
2.87038342782996647E-8	-1.01837849846057082E0
2.87663342782996612E-8	-8.77265452844570603E-1
2.88288342782996665E-8	-5.89184345153993050E-1
2.88913342782996629E-8	-1.97562357092969565E-1
2.89538342782996683E-8	2.37542153670116551E-1
2.90163342782996825E-8	6.48796225259732218E-1
2.90788342782996656E-8	9.72515791316850020E-1
2.91413342782996665E-8	1.15872142551592194E0
2.92038342782996807E-8	1.17891735787820262E0
2.92663342782996727E-8	1.03064363991555852E0
2.93288342782996736E-8	7.37598525707372499E-1
2.93913342782996745E-8	3.45405161243910541E-1
2.94538342782996798E-8	-8.59914635100984981E-2
2.95163342782996807E-8	-4.92019473284758035E-1
2.95788342782996816E-8	-8.12858673506412366E-1
2.96413342782996825E-8	-1.00085066325177019E0
2.97038342782996878E-8	-1.02683022594009143E0
2.97663342782996887E-8	-8.85474723602263580E-1
2.98288342782996896E-8	-5.97225401553025392E-1
2.98913342782996860E-8	-2.05553469069769967E-1
2.99538342782996736E-8	2.29472724825830277E-1
3.00163342782996789E-8	6.40547189187017629E-1
3.00788342782996843E-8	9.64025013192667579E-1
3.01413342782996763E-8	1.14996864261980036E0
3.02038342782996727E-8	1.16992407408785537E0
3.02663342782996736E-8	1.02145338268621200E0
3.03288342782996789E-8	7.28254850069987558E-1
3.03913342782996709E-8	3.35942847653327092E-1
3.04538342782996629E-8	-9.55438180515111135E-2
3.05163342782996683E-8	-5.01610900902076828E-1
3.05788342782996647E-8	-8.22387133354602184E-1
3.06413342782996612E-8	-1.01019656106021327E0
3.07038342782996576E-8	-1.03592742618178879E0
3.07663342782996541E-8	-8.94336426539282137E-1
3.08288342782996549E-8	-6.05924554390926495E-1
3.08913342782996558E-8	-2.14198918747487532E-1
3.09538342782996478E-8	2.20768712231157993E-1
3.10163342782996487E-8	6.31702328222939347E-1
3.10788342782996452E-8	9.54996135240970112E-1
3.11413342782996372E-8	1.14075117664084136E0
3.12038342782996425E-8	1.16054901470096916E0
3.12663342782996390E-8	1.01196689262809247E0
3.13288342782996310E-8	7.18696585944336608E-1
3.13913342782996452E-8	3.26338137396483363E-1
3.14538342782996327E-8	-1.05180011569477228E-1
3.15163342782996336E-8	-5.11245385774273409E-1
3.15788342782996345E-8	-8.31939592082586188E-1
3.16413342782996265E-8	-1.01956955967845331E0
3.17038342782996363E-8	-1.04507117000029703E0
3.17663342782996194E-8	-9.03270549591745642E-1
3.18288342782996292E-8	-6.14718634657504293E-1
3.18913342782996256E-8	-2.22949720258531503E-1
3.19538342782996221E-8	2.11967595148593402E-1
3.20163342782996141E-8	6.22789748525300801E-1
3.20788342782996105E-8	9.45949102847004752E-1
3.21413342782996025E-8	1.13158128200076069E0
3.22038342782996034E-8	1.15129641981807551E0
3.22663342782996132E-8	1.00267954542822513E0
3.23288342782996052E-8	7.09409451115462097E-1
3.23913342782996105E-8	3.17066351556679926E-1
3.24538342782996114E-8	-1.14435658410114804E-1
3.25163342782996079E-8	-5.20469894046523152E-1
3.25788342782996043E-8	-8.41075094525229794E-1
3.26413342782996008E-8	-1.02854127711700771E0
3.27038342782995972E-8	-1.05384542393147629E0
3.27663342782995937E-8	-9.11872700221301713E-1
3.28288342782995901E-8	-6.23213792345417605E-1
3.28913342782995954E-8	-2.31421480385908085E-1
3.29538342782995874E-8	2.03444973247548555E-1
3.30163342782995883E-8	6.14176500402799519E-1
3.30788342782995803E-8	9.37242141821311847E-1
3.31413342782995768E-8	1.12280777025952649E0
3.32038342782995821E-8	1.14250506620708658E0
3.32663342782995697E-8	9.93919520384061350E-1
3.33288342782995795E-8	7.00710886992129289E-1
3.33913342782995892E-8	3.08434529004527391E-1
3.34538342782995635E-8	-1.23013484799211947E-1
3.35163342782995821E-8	-5.28996010975062081E-1
3.35788342782995741E-8	-8.49513219841482048E-1
3.36413342782995661E-8	-1.03683843200929227E0
3.37038342782995670E-8	-1.06198305852285513E0
3.37663342782995590E-8	-9.19881194773620159E-1
3.38288342782995599E-8	-6.31153483362125289E-1
3.38913342782995652E-8	-2.39362935969058910E-1
3.39538342782995528E-8	1.95446006312010456E-1
3.40163342782995581E-8	6.06100416296167843E-1
3.40788342782995546E-8	9.29104371890020353E-1
3.41413342782995510E-8	1.11464968520989816E0
3.42038342782995430E-8	1.13438302735442842E0
3.42663342782995484E-8	9.85883596955159724E-1
3.43288342782995537E-8	6.92786715200265224E-1
3.43913342782995501E-8	3.00618624114642419E-1
3.44538342782995377E-8	-1.30745867165054941E-1
3.45163342782995386E-8	-5.36662613725182869E-1
3.45788342782995484E-8	-8.57097375759890845E-1
3.46413342782995404E-8	-1.04430716232707166E0
3.47038342782995279E-8	-1.06933150242142427E0
3.47663342782995333E-8	-9.27144071919937396E-1
3.48288342782995297E-8	-6.38386620304575381E-1
3.48913342782995350E-8	-2.46624923887096248E-1
